vendor_id,vendor_name,product_id,product_name
0451,"Texas Instruments, Inc.",e008,TI-84 Plus Silver Calculator
0451,"Texas Instruments, Inc.",e00e,TI-89 Titanium Presentation Link
0451,"Texas Instruments, Inc.",e00f,TI-84 Plus Presentation Link
0451,"Texas Instruments, Inc.",e010,TI SmartPad Keyboard
0451,"Texas Instruments, Inc.",e011,Nspire CAS+ prototype
0451,"Texas Instruments, Inc.",e012,TI-Nspire Calculator
0451,"Texas Instruments, Inc.",e013,Network Bridge
0451,"Texas Instruments, Inc.",e01c,"Data Collection Sled [Nspire Lab Cradle, Nspire Datatracker Cradle]"
0451,"Texas Instruments, Inc.",e01e,Nspire CX Navigator Access Point
0451,"Texas Instruments, Inc.",e01f,Python Adapter (firmware install mode)
0451,"Texas Instruments, Inc.",e020,Python Adapter
0451,"Texas Instruments, Inc.",e022,Nspire CX II
0451,"Texas Instruments, Inc.",f430,MSP-FET430UIF JTAG Tool
0451,"Texas Instruments, Inc.",f432,eZ430 Development Tool
0451,"Texas Instruments, Inc.",ffff,Bluetooth Device
0452,"Mitsubishi Electronics America, Inc.",0021,HID Monitor Controls
0452,"Mitsubishi Electronics America, Inc.",0050,Diamond Pro 900u CRT Monitor
0452,"Mitsubishi Electronics America, Inc.",0051,Integrated Hub
0452,"Mitsubishi Electronics America, Inc.",0100,Control Panel for Leica TCS SP5
0453,CMD Technology,6781,NMB Keyboard
0453,CMD Technology,6783,Chicony Composite Keyboard
0456,"Analog Devices, Inc.",7031,FX2 SPI/I2C Interface
0456,"Analog Devices, Inc.",b672,Libiio based instrument [ADALM2000]
0456,"Analog Devices, Inc.",b673,LibIIO based AD9363 Software Defined Radio [ADALM-PLUTO]
0456,"Analog Devices, Inc.",f000,FT2232 JTAG ICE [gnICE]
0456,"Analog Devices, Inc.",f001,FT2232H Hi-Speed JTAG ICE [gnICE+]
0457,Silicon Integrated Systems Corp.,0150,Super Talent 1GB Flash Drive
0457,Silicon Integrated Systems Corp.,0151,Super Flash 1GB / GXT  64MB Flash Drive
0457,Silicon Integrated Systems Corp.,0162,SiS162 usb Wireless LAN Adapter
0457,Silicon Integrated Systems Corp.,0163,SiS163U 802.11 Wireless LAN Adapter
0457,Silicon Integrated Systems Corp.,0817,SiS-184-ASUS-4352.17 touch panel
0457,Silicon Integrated Systems Corp.,10e1,HID Touch Controller
0457,Silicon Integrated Systems Corp.,5401,Wireless Adapter RO80211GS-USB
0458,KYE Systems Corp. (Mouse Systems),0001,Mouse
0458,KYE Systems Corp. (Mouse Systems),0002,Genius NetMouse Pro
0458,KYE Systems Corp. (Mouse Systems),0003,Genius NetScroll+
0458,KYE Systems Corp. (Mouse Systems),0006,Easy Mouse+
0458,KYE Systems Corp. (Mouse Systems),0007,Trackbar Emotion
0458,KYE Systems Corp. (Mouse Systems),000b,NetMouse Wheel(P+U)
0458,KYE Systems Corp. (Mouse Systems),000c,TACOMA Fingerprint V1.06.01
0458,KYE Systems Corp. (Mouse Systems),000e,Genius NetScroll Optical
0458,KYE Systems Corp. (Mouse Systems),0013,TACOMA Fingerprint Mouse V1.06.01
0458,KYE Systems Corp. (Mouse Systems),001a,Genius WebScroll+
0458,KYE Systems Corp. (Mouse Systems),002e,NetScroll + Traveler / NetScroll 110
0458,KYE Systems Corp. (Mouse Systems),0036,Pocket Mouse LE
0458,KYE Systems Corp. (Mouse Systems),0039,NetScroll+ Superior
0458,KYE Systems Corp. (Mouse Systems),003a,NetScroll+ Mini Traveler / Genius NetScroll 120
0458,KYE Systems Corp. (Mouse Systems),004c,Slimstar Pro Keyboard
0458,KYE Systems Corp. (Mouse Systems),0056,Ergo 300 Mouse
0458,KYE Systems Corp. (Mouse Systems),0057,Enhanced Gaming Device
0458,KYE Systems Corp. (Mouse Systems),0059,Enhanced Laser Device
0458,KYE Systems Corp. (Mouse Systems),005a,Enhanced Device
0458,KYE Systems Corp. (Mouse Systems),005b,Enhanced Device
0458,KYE Systems Corp. (Mouse Systems),005c,Enhanced Laser Gaming Device
0458,KYE Systems Corp. (Mouse Systems),005d,Enhanced Device
0458,KYE Systems Corp. (Mouse Systems),0061,Bluetooth Dongle
0458,KYE Systems Corp. (Mouse Systems),0066,Genius Traveler 1000 Wireless Mouse
0458,KYE Systems Corp. (Mouse Systems),0072,Navigator 335
0458,KYE Systems Corp. (Mouse Systems),0083,Bluetooth Dongle
0458,KYE Systems Corp. (Mouse Systems),0087,Ergo 525V Laser Mouse
0458,KYE Systems Corp. (Mouse Systems),0088,Genius Traveler 515 Laser
0458,KYE Systems Corp. (Mouse Systems),0089,Genius Traveler 350
0458,KYE Systems Corp. (Mouse Systems),00ca,Pen Mouse
0458,KYE Systems Corp. (Mouse Systems),0100,EasyPen Tablet
0458,KYE Systems Corp. (Mouse Systems),0101,CueCat
0458,KYE Systems Corp. (Mouse Systems),011b,NetScroll T220
0458,KYE Systems Corp. (Mouse Systems),0186,Genius DX-120 Mouse
0458,KYE Systems Corp. (Mouse Systems),1001,Joystick
0458,KYE Systems Corp. (Mouse Systems),1002,Game Pad
0458,KYE Systems Corp. (Mouse Systems),1003,Genius VideoCam
0458,KYE Systems Corp. (Mouse Systems),1004,Flight2000 F-23 Joystick
0458,KYE Systems Corp. (Mouse Systems),100a,Aashima Technology Trust Sight Fighter Vibration Feedback Joystick
0458,KYE Systems Corp. (Mouse Systems),2001,ColorPage-Vivid Pro Scanner
0458,KYE Systems Corp. (Mouse Systems),2004,ColorPage-HR6 V1 Scanner
0458,KYE Systems Corp. (Mouse Systems),2005,ColorPage-HR6/Vivid3
0458,KYE Systems Corp. (Mouse Systems),2007,ColorPage-HR6 V2 Scanner
0458,KYE Systems Corp. (Mouse Systems),2008,ColorPage-HR6 V2 Scanner
0458,KYE Systems Corp. (Mouse Systems),2009,ColorPage-HR6A Scanner
0458,KYE Systems Corp. (Mouse Systems),2011,ColorPage-Vivid3x Scanner
0458,KYE Systems Corp. (Mouse Systems),2012,Plustek Scanner
0458,KYE Systems Corp. (Mouse Systems),2013,ColorPage-HR7 Scanner
0458,KYE Systems Corp. (Mouse Systems),2014,ColorPage-Vivid4
0458,KYE Systems Corp. (Mouse Systems),2015,ColorPage-HR7LE Scanner
0458,KYE Systems Corp. (Mouse Systems),2016,ColorPage-HR6X Scanner
0458,KYE Systems Corp. (Mouse Systems),2017,ColorPage-Vivid3xe
0458,KYE Systems Corp. (Mouse Systems),2018,ColorPage-HR7X
0458,KYE Systems Corp. (Mouse Systems),2019,ColorPage-HR6X Slim
0458,KYE Systems Corp. (Mouse Systems),201a,ColorPage-Vivid4xe
0458,KYE Systems Corp. (Mouse Systems),201b,ColorPage-Vivid4x
0458,KYE Systems Corp. (Mouse Systems),201c,ColorPage-HR8
0458,KYE Systems Corp. (Mouse Systems),201d,ColorPage-Vivid 1200 X
0458,KYE Systems Corp. (Mouse Systems),201e,ColorPage-Slim 1200
0458,KYE Systems Corp. (Mouse Systems),201f,ColorPage-Vivid 1200 XE
0458,KYE Systems Corp. (Mouse Systems),2020,ColorPage-Slim 1200 USB2
0458,KYE Systems Corp. (Mouse Systems),2021,ColorPage-SF600
0458,KYE Systems Corp. (Mouse Systems),3017,SPEED WHEEL 3 Vibration
0458,KYE Systems Corp. (Mouse Systems),3018,Wireless 2.4Ghz Game Pad
0458,KYE Systems Corp. (Mouse Systems),3019,10-Button USB Joystick with Vibration
0458,KYE Systems Corp. (Mouse Systems),301a,MaxFire G-12U Vibration
0458,KYE Systems Corp. (Mouse Systems),301c,Genius MaxFighter F-16U
0458,KYE Systems Corp. (Mouse Systems),301d,Genius MaxFire MiniPad
0458,KYE Systems Corp. (Mouse Systems),400f,Genius TVGo DVB-T02Q MCE
0458,KYE Systems Corp. (Mouse Systems),4012,TVGo DVB-T03 [AF9015]
0458,KYE Systems Corp. (Mouse Systems),5003,G-pen 560 Tablet
0458,KYE Systems Corp. (Mouse Systems),5004,G-pen Tablet
0458,KYE Systems Corp. (Mouse Systems),5005,Genius EasyPen M406
0458,KYE Systems Corp. (Mouse Systems),5012,Genius EasyPen M406W
0458,KYE Systems Corp. (Mouse Systems),5014,Genius EasyPen 340
0458,KYE Systems Corp. (Mouse Systems),505e,Genius iSlim 330
0458,KYE Systems Corp. (Mouse Systems),6001,GF3000F Ethernet Adapter
0458,KYE Systems Corp. (Mouse Systems),7004,VideoCAM Express V2
0458,KYE Systems Corp. (Mouse Systems),7006,Dsc 1.3 Smart Camera Device
0458,KYE Systems Corp. (Mouse Systems),7007,VideoCAM Web
0458,KYE Systems Corp. (Mouse Systems),7009,G-Shot G312 Still Camera Device
0458,KYE Systems Corp. (Mouse Systems),700c,VideoCAM Web V3
0458,KYE Systems Corp. (Mouse Systems),700d,G-Shot G511 Composite Device
0458,KYE Systems Corp. (Mouse Systems),700f,VideoCAM Web
0458,KYE Systems Corp. (Mouse Systems),7012,WebCAM USB2.0
0458,KYE Systems Corp. (Mouse Systems),7014,VideoCAM Live V3
0458,KYE Systems Corp. (Mouse Systems),701c,G-Shot G512 Still Camera
0458,KYE Systems Corp. (Mouse Systems),7020,Sim 321C
0458,KYE Systems Corp. (Mouse Systems),7025,Eye 311Q Camera
0458,KYE Systems Corp. (Mouse Systems),7029,Genius Look 320s (SN9C201 + HV7131R)
0458,KYE Systems Corp. (Mouse Systems),702c,Trek 320R Camera
0458,KYE Systems Corp. (Mouse Systems),702f,Genius Slim 322
0458,KYE Systems Corp. (Mouse Systems),7035,i-Look 325T Camera
0458,KYE Systems Corp. (Mouse Systems),7045,Genius Look 1320 V2
0458,KYE Systems Corp. (Mouse Systems),704c,Genius i-Look 1321
0458,KYE Systems Corp. (Mouse Systems),704d,Slim 1322AF
0458,KYE Systems Corp. (Mouse Systems),7055,Slim 2020AF camera
0458,KYE Systems Corp. (Mouse Systems),705a,Asus USB2.0 Webcam
0458,KYE Systems Corp. (Mouse Systems),705c,Genius iSlim 1300AF
0458,KYE Systems Corp. (Mouse Systems),7061,Genius iLook 1321 V2
0458,KYE Systems Corp. (Mouse Systems),7066,Acer Crystal Eye Webcam
0458,KYE Systems Corp. (Mouse Systems),7067,Genius iSlim 1300AF V2
0458,KYE Systems Corp. (Mouse Systems),7068,Genius eFace 1325R
0458,KYE Systems Corp. (Mouse Systems),706d,Genius iSlim 2000AF V2
0458,KYE Systems Corp. (Mouse Systems),7076,Genius FaceCam 312
0458,KYE Systems Corp. (Mouse Systems),7079,FaceCam 2025R
0458,KYE Systems Corp. (Mouse Systems),707f,TVGo DVB-T03 [RTL2832]
0458,KYE Systems Corp. (Mouse Systems),7088,WideCam 1050
0458,KYE Systems Corp. (Mouse Systems),7089,Genius FaceCam 320
0458,KYE Systems Corp. (Mouse Systems),708c,Genius WideCam F100
045a,"SONICblue, Inc.",07da,Supra Express 56K modem
045a,"SONICblue, Inc.",0b4a,SupraMax 2890 56K Modem [Lucent Atlas]
045a,"SONICblue, Inc.",0b68,SupraMax 56K Modem
045a,"SONICblue, Inc.",5001,Rio 600 MP3 Player
045a,"SONICblue, Inc.",5002,Rio 800 MP3 Player
045a,"SONICblue, Inc.",5003,Nike Psa/Play MP3 Player
045a,"SONICblue, Inc.",5005,Rio S10 MP3 Player
045a,"SONICblue, Inc.",5006,Rio S50 MP3 Player
045a,"SONICblue, Inc.",5007,Rio S35 MP3 Player
045a,"SONICblue, Inc.",5008,Rio 900 MP3 Player
045a,"SONICblue, Inc.",5009,Rio S30 MP3 Player
045a,"SONICblue, Inc.",500d,Fuse MP3 Player
045a,"SONICblue, Inc.",500e,Chiba MP3 Player
045a,"SONICblue, Inc.",500f,Cali MP3 Player
045a,"SONICblue, Inc.",5010,Rio S11 MP3 Player
045a,"SONICblue, Inc.",501c,Virgin MPF-1000
045a,"SONICblue, Inc.",501d,Rio Fuse
045a,"SONICblue, Inc.",501e,Rio Chiba
045a,"SONICblue, Inc.",501f,Rio Cali
045a,"SONICblue, Inc.",503f,Cali256 MP3 Player
045a,"SONICblue, Inc.",5042,Rio Forge
045a,"SONICblue, Inc.",5202,Rio Riot MP3 Player
045a,"SONICblue, Inc.",5210,Rio Karma Music Player
045a,"SONICblue, Inc.",5220,Rio Nitrus MP3 Player
045a,"SONICblue, Inc.",5221,Rio Eigen
045b,"Hitachi, Ltd",0053,RX610 RX-Stick
045b,"Hitachi, Ltd",0229,mSATA Adapter [renkforce Pi-102]
045e,Microsoft Corp.,0007,SideWinder Game Pad
045e,Microsoft Corp.,0008,SideWinder Precision Pro
045e,Microsoft Corp.,0009,IntelliMouse
045e,Microsoft Corp.,000b,Natural Keyboard Elite
045e,Microsoft Corp.,000e,SideWinderÂ® Freestyle Pro
045e,Microsoft Corp.,0014,Digital Sound System 80
045e,Microsoft Corp.,001a,SideWinder Precision Racing Wheel
045e,Microsoft Corp.,001b,SideWinder Force Feedback 2 Joystick
045e,Microsoft Corp.,001c,Internet Keyboard Pro
045e,Microsoft Corp.,001d,Natural Keyboard Pro
045e,Microsoft Corp.,001e,IntelliMouse Explorer
045e,Microsoft Corp.,0023,Trackball Optical
045e,Microsoft Corp.,0024,Trackball Explorer
045e,Microsoft Corp.,0025,IntelliEye Mouse
045e,Microsoft Corp.,0026,SideWinder GamePad Pro
045e,Microsoft Corp.,0027,SideWinder PnP GamePad
045e,Microsoft Corp.,0028,SideWinder Dual Strike
045e,Microsoft Corp.,0029,IntelliMouse Optical
045e,Microsoft Corp.,002b,Internet Keyboard Pro
045e,Microsoft Corp.,002d,Internet Keyboard
045e,Microsoft Corp.,002f,Integrated Hub
045e,Microsoft Corp.,0033,Sidewinder Strategic Commander
045e,Microsoft Corp.,0034,SideWinder Force Feedback Wheel
045e,Microsoft Corp.,0038,SideWinder Precision 2
045e,Microsoft Corp.,0039,IntelliMouse Optical
045e,Microsoft Corp.,003b,SideWinder Game Voice
045e,Microsoft Corp.,003c,SideWinder Joystick
045e,Microsoft Corp.,0040,Wheel Mouse Optical
045e,Microsoft Corp.,0047,IntelliMouse Explorer 3.0
045e,Microsoft Corp.,0048,Office Keyboard 1.0A
045e,Microsoft Corp.,0053,Optical Mouse
045e,Microsoft Corp.,0059,Wireless IntelliMouse Explorer
045e,Microsoft Corp.,005c,Office Keyboard (106/109)
045e,Microsoft Corp.,005f,Wireless MultiMedia Keyboard
045e,Microsoft Corp.,0061,Wireless MultiMedia Keyboard (106/109)
045e,Microsoft Corp.,0063,Wireless Natural MultiMedia Keyboard
045e,Microsoft Corp.,0065,Wireless Natural MultiMedia Keyboard (106/109)
045e,Microsoft Corp.,006a,Wireless Optical Mouse (IntelliPoint)
045e,Microsoft Corp.,006d,eHome Remote Control Keyboard keys
045e,Microsoft Corp.,006e,MN-510 802.11b Wireless Adapter [Intersil ISL3873B]
045e,Microsoft Corp.,006f,Smart Display Reference Device
045e,Microsoft Corp.,0070,Wireless MultiMedia Keyboard
045e,Microsoft Corp.,0071,Wireless MultiMedia Keyboard (106/109)
045e,Microsoft Corp.,0072,Wireless Natural MultiMedia Keyboard
045e,Microsoft Corp.,0073,Wireless Natural MultiMedia Keyboard (106/109)
045e,Microsoft Corp.,0079,IXI Ogo CT-17 handheld device
045e,Microsoft Corp.,007a,10/100 USB NIC
045e,Microsoft Corp.,007d,Notebook Optical Mouse
045e,Microsoft Corp.,007e,Wireless Transceiver for Bluetooth
045e,Microsoft Corp.,0080,Digital Media Pro Keyboard
045e,Microsoft Corp.,0083,Basic Optical Mouse
045e,Microsoft Corp.,0084,Basic Optical Mouse
045e,Microsoft Corp.,008a,Wireless Optical Desktop Receiver 2.0A
045e,Microsoft Corp.,008b,Dual Receiver Wireless Mouse (IntelliPoint)
045e,Microsoft Corp.,008c,Wireless Intellimouse Explorer 2.0
045e,Microsoft Corp.,0095,IntelliMouse Explorer 4.0 (IntelliPoint)
045e,Microsoft Corp.,009c,Wireless Transceiver for Bluetooth 2.0
045e,Microsoft Corp.,009d,Wireless Optical Desktop 3.0
045e,Microsoft Corp.,00a0,eHome Infrared Receiver
045e,Microsoft Corp.,00a4,"Compact Optical Mouse, model 1016"
045e,Microsoft Corp.,00b0,Digital Media Pro Keyboard
045e,Microsoft Corp.,00b4,Digital Media Keyboard 1.0A
045e,Microsoft Corp.,00b9,Wireless Optical Mouse 3.0
045e,Microsoft Corp.,00bb,Fingerprint Reader
045e,Microsoft Corp.,00bc,Fingerprint Reader
045e,Microsoft Corp.,00bd,Fingerprint Reader
045e,Microsoft Corp.,00c2,MN-710 802.11g Wireless Adapter [Intersil ISL3886]
045e,Microsoft Corp.,00c9,MTP Device
045e,Microsoft Corp.,00ca,Fingerprint Reader
045e,Microsoft Corp.,00cb,Basic Optical Mouse v2.0
045e,Microsoft Corp.,00ce,Generic PPC Flash device
045e,Microsoft Corp.,00d1,Optical Mouse with Tilt Wheel
045e,Microsoft Corp.,00d2,Notebook Optical Mouse with Tilt Wheel
045e,Microsoft Corp.,00da,eHome Infrared Receiver
045e,Microsoft Corp.,00db,Natural Ergonomic Keyboard 4000 V1.0
045e,Microsoft Corp.,00dd,Comfort Curve Keyboard 2000 V1.0
045e,Microsoft Corp.,00e1,Wireless Laser Mouse 6000 Receiver
045e,Microsoft Corp.,00f4,LifeCam VX-6000 (SN9C20x + OV9650)
045e,Microsoft Corp.,00f5,LifeCam VX-3000
045e,Microsoft Corp.,00f6,Comfort Optical Mouse 1000
045e,Microsoft Corp.,00f7,LifeCam VX-1000
045e,Microsoft Corp.,00f8,LifeCam NX-6000
045e,Microsoft Corp.,00f9,Wireless Desktop Receiver 3.1
045e,Microsoft Corp.,0202,Xbox Controller
045e,Microsoft Corp.,0280,Xbox Memory Unit (8MB)
045e,Microsoft Corp.,0283,Xbox Communicator
045e,Microsoft Corp.,0284,Xbox DVD Playback Kit
045e,Microsoft Corp.,0285,Xbox Controller S
045e,Microsoft Corp.,0288,Xbox Controller S Hub
045e,Microsoft Corp.,0289,Xbox Controller S
045e,Microsoft Corp.,028b,Xbox360 DVD Emulator
045e,Microsoft Corp.,028d,Xbox360 Memory Unit 64MB
045e,Microsoft Corp.,028e,Xbox360 Controller
045e,Microsoft Corp.,028f,Xbox360 Wireless Controller via Plug & Charge Cable
045e,Microsoft Corp.,0290,Xbox360 Performance Pipe (PIX)
045e,Microsoft Corp.,0291,Xbox 360 Wireless Receiver for Windows
045e,Microsoft Corp.,0292,Xbox360 Wireless Networking Adapter
045e,Microsoft Corp.,029c,Xbox360 HD-DVD Drive
045e,Microsoft Corp.,029d,Xbox360 HD-DVD Drive
045e,Microsoft Corp.,029e,Xbox360 HD-DVD Memory Unit
045e,Microsoft Corp.,02a0,Xbox360 Big Button IR
045e,Microsoft Corp.,02a8,Xbox360 Wireless N Networking Adapter [Atheros AR7010+AR9280]
045e,Microsoft Corp.,02ad,Xbox NUI Audio
045e,Microsoft Corp.,02ae,Xbox NUI Camera
045e,Microsoft Corp.,02b0,Xbox NUI Motor
045e,Microsoft Corp.,02b6,Xbox360 Bluetooth Wireless Headset
045e,Microsoft Corp.,02bb,Kinect Audio
045e,Microsoft Corp.,02be,Kinect for Windows NUI Audio
045e,Microsoft Corp.,02bf,Kinect for Windows NUI Camera
045e,Microsoft Corp.,02c2,Kinect for Windows NUI Motor
045e,Microsoft Corp.,02d1,Xbox One Controller
045e,Microsoft Corp.,02d5,Xbox One Digital TV Tuner
045e,Microsoft Corp.,02dd,Xbox One Controller (Firmware 2015)
045e,Microsoft Corp.,02e0,Xbox One Wireless Controller
045e,Microsoft Corp.,02e3,Xbox One Elite Controller
045e,Microsoft Corp.,02e6,Xbox Wireless Adapter for Windows
045e,Microsoft Corp.,02ea,Xbox One Controller
045e,Microsoft Corp.,02fd,Xbox One S Controller [Bluetooth]
045e,Microsoft Corp.,02fe,Xbox Wireless Adapter for Windows
045e,Microsoft Corp.,0400,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0401,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0402,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0403,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0404,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0405,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0406,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0407,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0408,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0409,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,040a,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,040b,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,040c,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,040d,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,040e,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,040f,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0410,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0411,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0412,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0413,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0414,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0415,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0416,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0417,Windows Powered Pocket PC 2002
045e,Microsoft Corp.,0432,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0433,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0434,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0435,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0436,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0437,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0438,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0439,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,043a,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,043b,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,043c,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,043d,Becker Traffic Assist Highspeed 7934
045e,Microsoft Corp.,043e,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,043f,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0440,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0441,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0442,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0443,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0444,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0445,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0446,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0447,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0448,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0449,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,044a,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,044b,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,044c,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,044d,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,044e,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,044f,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0450,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0451,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0452,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0453,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0454,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0455,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0456,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0457,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0458,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0459,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,045a,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,045b,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,045c,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,045d,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,045e,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,045f,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0460,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0461,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0462,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0463,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0464,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0465,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0466,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0467,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0468,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0469,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,046a,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,046b,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,046c,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,046d,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,046e,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,046f,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0470,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0471,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0472,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0473,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0474,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0475,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0476,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0477,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0478,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,0479,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,047a,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,047b,Windows Powered Pocket PC 2003
045e,Microsoft Corp.,04c8,Windows Powered Smartphone 2002
045e,Microsoft Corp.,04c9,Windows Powered Smartphone 2002
045e,Microsoft Corp.,04ca,Windows Powered Smartphone 2002
045e,Microsoft Corp.,04cb,Windows Powered Smartphone 2002
045e,Microsoft Corp.,04cc,Windows Powered Smartphone 2002
045e,Microsoft Corp.,04cd,Windows Powered Smartphone 2002
045e,Microsoft Corp.,04ce,Windows Powered Smartphone 2002
045e,Microsoft Corp.,04d7,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04d8,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04d9,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04da,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04db,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04dc,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04dd,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04de,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04df,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04e0,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04e1,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04e2,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04e3,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04e4,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04e5,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04e6,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04e7,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04e8,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04e9,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04ea,Windows Powered Smartphone 2003
045e,Microsoft Corp.,04ec,Windows Phone (Zune)
045e,Microsoft Corp.,063e,Zune HD Media Player
